avg_temp_c,temp_variance,humidity_change,shock_g,light_events,route_deviation_km,theft_zone_risk,weather_risk,carrier_score,device_uptime,transit_time_hr,declared_value_usd,cargo_type,packaging_type,claim
13.96,2.41,4.14,0.61,0,1.34,1.48,4.03,0.526,0.967,107.0,12495.03,fresh_produce,refrigerated,0
5.69,2.23,13.67,1.24,1,3.36,0.55,5.29,0.848,0.998,116.8,71583.43,pharma_cold_chain,insulated,0
14.88,0.06,6.71,1.74,1,0.89,1.38,6.47,0.787,0.929,76.4,47773.4,fresh_produce,refrigerated,0
11.88,6.91,10.85,0.0,1,9.79,4.52,4.48,0.846,0.943,66.5,50477.92,electronics_high_value,standard,0
14.16,3.64,3.86,1.22,1,1.14,1.29,8.46,0.738,0.915,83.7,30878.9,chemicals,palletized,0
18.41,8.12,6.48,0.38,1,0.59,4.44,4.37,0.7,0.972,53.4,19300.08,electronics_high_value,palletized,0
5.42,1.53,8.93,1.82,1,2.83,0.63,2.56,0.797,0.946,67.4,24802.41,pharma_cold_chain,insulated,0
16.4,6.74,2.25,1.83,0,3.14,3.33,7.01,0.851,0.919,67.7,40933.42,general_merchandise,palletized,1
11.07,6.7,11.69,0.98,1,4.17,5.6,3.19,0.736,0.961,33.8,46253.01,general_merchandise,standard,1
21.0,2.86,15.22,3.27,0,2.49,3.55,1.41,0.852,0.928,59.4,30955.45,fresh_produce,refrigerated,0
17.01,2.19,8.22,2.13,2,0.63,4.71,6.76,0.818,0.967,93.3,92466.61,fresh_produce,refrigerated,1
9.59,4.36,2.35,0.77,0,3.61,0.92,3.57,0.76,0.95,16.1,33858.81,pharma_cold_chain,insulated,1
14.24,2.36,18.13,1.76,1,2.63,5.62,3.34,1.0,0.963,43.4,21057.75,fresh_produce,refrigerated,0
12.45,2.14,5.37,0.04,0,1.78,3.49,1.02,0.717,1.0,64.3,99726.97,electronics_high_value,standard,0
7.88,1.46,14.01,2.97,2,3.15,0.82,3.49,0.805,0.989,85.3,37322.12,pharma_cold_chain,insulated,1
20.37,4.92,8.41,1.12,2,1.64,4.05,0.6,0.948,0.958,63.5,56331.4,chemicals,palletized,0
15.78,2.99,7.73,2.36,0,0.2,0.34,1.95,0.756,0.96,65.1,99448.88,electronics_high_value,palletized,0
7.85,4.67,15.08,3.59,2,4.99,2.68,4.55,0.581,0.971,75.8,12796.62,pharma_cold_chain,insulated,0
16.0,3.12,2.64,1.39,0,5.2,2.14,3.07,0.713,0.929,87.0,12215.83,general_merchandise,refrigerated,0
7.85,2.98,13.02,1.65,1,0.69,3.31,3.08,0.919,0.996,95.8,39808.8,pharma_cold_chain,insulated,0
3.73,1.19,0.53,2.09,1,0.66,1.67,1.82,0.511,0.983,135.4,30103.33,pharma_cold_chain,refrigerated,0
18.49,5.39,8.57,1.86,0,4.63,5.79,3.45,0.651,0.944,105.7,44679.04,electronics_high_value,standard,1
11.79,4.15,9.49,2.18,2,0.79,3.46,1.45,0.892,0.93,99.5,11163.88,general_merchandise,palletized,0
8.79,0.95,3.46,3.12,2,1.74,2.76,3.94,0.876,0.993,34.8,24319.68,pharma_cold_chain,insulated,0
11.61,1.6,10.48,1.34,1,6.33,3.68,2.1,0.809,0.966,79.6,26621.35,fresh_produce,refrigerated,0
17.9,6.97,11.77,0.98,1,3.78,2.85,1.73,0.764,0.948,109.8,19822.04,electronics_high_value,standard,1
13.74,2.98,6.06,2.54,2,6.07,4.3,3.96,0.878,0.959,124.0,16503.95,electronics_high_value,standard,0
8.61,2.2,4.68,0.6,0,7.66,1.1,2.69,0.935,0.975,22.2,19297.65,pharma_cold_chain,insulated,0
13.73,0.66,5.23,0.97,0,3.39,4.52,6.43,0.765,0.986,102.6,6227.62,general_merchandise,refrigerated,0
15.31,5.69,9.44,1.85,0,0.64,2.7,7.83,0.809,0.955,49.3,23021.98,fresh_produce,palletized,0
22.39,4.17,4.06,2.03,2,0.76,2.39,6.97,0.897,0.981,62.2,32278.79,electronics_high_value,palletized,1
17.52,1.71,1.89,1.77,0,1.49,2.48,2.37,0.935,0.999,68.9,26467.23,fresh_produce,refrigerated,0
12.27,6.83,4.28,2.2,1,1.28,4.71,4.83,0.366,0.973,32.8,27515.85,general_merchandise,palletized,1
14.83,3.11,7.07,1.07,0,8.91,1.66,4.09,0.798,0.947,73.5,59568.41,electronics_high_value,palletized,0
9.37,3.88,10.18,3.01,1,9.3,2.41,6.85,0.902,0.963,102.7,44733.05,general_merchandise,insulated,1
18.55,5.04,0.01,1.47,0,2.57,3.89,3.36,0.841,0.959,36.9,61598.54,general_merchandise,standard,0
11.2,1.18,3.97,2.24,3,6.1,4.21,4.34,0.705,0.96,23.8,14232.41,fresh_produce,refrigerated,1
18.2,3.64,7.71,3.19,1,0.39,2.38,3.57,0.712,0.943,72.4,42137.17,electronics_high_value,standard,0
8.89,2.46,5.64,2.12,1,2.19,2.6,7.49,0.601,0.998,73.0,16280.13,pharma_cold_chain,refrigerated,1
18.36,2.39,17.14,1.27,0,0.15,0.43,7.33,0.803,0.914,100.8,21074.04,general_merchandise,insulated,0
9.02,3.38,0.37,2.03,0,0.43,1.52,3.57,0.74,0.947,78.7,27078.24,pharma_cold_chain,refrigerated,1
12.43,1.28,2.44,0.64,1,4.16,3.38,6.08,0.765,0.995,90.1,45102.58,general_merchandise,insulated,0
10.14,7.11,9.65,2.07,0,0.47,2.14,8.04,0.678,0.977,25.2,73551.41,electronics_high_value,palletized,0
14.59,4.32,8.61,1.31,0,1.55,5.94,5.01,0.597,0.902,118.6,25634.25,general_merchandise,refrigerated,0
14.14,0.68,0.21,2.44,0,4.64,0.36,2.13,0.792,0.971,72.1,15158.53,chemicals,refrigerated,0
15.64,2.98,2.9,1.46,2,1.19,4.52,3.95,0.823,0.955,82.2,25988.49,general_merchandise,insulated,0
17.23,3.85,11.36,0.84,2,4.97,4.93,4.28,0.808,0.96,90.1,39747.05,general_merchandise,insulated,0
4.96,0.69,5.08,2.07,0,0.21,4.09,3.93,0.889,0.943,62.5,19408.02,pharma_cold_chain,refrigerated,1
15.15,4.84,7.59,0.95,2,4.5,2.02,5.04,0.77,0.967,51.7,32533.76,electronics_high_value,standard,1
6.48,0.29,9.52,0.71,1,1.94,0.9,4.86,0.728,0.953,89.9,68756.17,pharma_cold_chain,refrigerated,1
23.28,3.66,10.27,2.29,1,2.59,3.96,2.9,0.7,0.906,116.9,83210.57,fresh_produce,refrigerated,0
6.75,2.63,3.7,1.04,1,1.2,1.99,5.0,0.742,0.948,57.8,17460.69,pharma_cold_chain,refrigerated,1
10.68,0.55,16.03,1.69,2,2.56,3.86,4.25,0.577,0.929,64.8,38511.99,pharma_cold_chain,insulated,1
9.43,3.5,14.52,0.38,1,0.63,4.89,6.12,0.641,0.985,43.0,37101.3,pharma_cold_chain,insulated,0
4.17,0.81,8.75,1.67,0,3.05,0.38,3.43,0.831,0.932,53.0,104082.53,pharma_cold_chain,refrigerated,1
15.79,6.36,3.93,0.93,0,2.26,4.75,7.37,0.773,0.952,96.5,9611.69,general_merchandise,palletized,0
17.71,2.44,9.72,2.07,3,1.77,1.74,1.72,0.413,0.986,107.1,35437.62,electronics_high_value,palletized,0
16.7,5.28,5.3,0.51,1,3.73,1.25,6.04,0.528,0.965,65.6,31861.37,electronics_high_value,standard,0
12.6,4.87,17.07,0.21,0,2.14,0.82,4.31,0.721,0.946,77.6,21732.11,fresh_produce,refrigerated,1
15.18,1.99,15.11,2.78,1,4.6,5.83,4.44,0.768,0.965,90.6,55586.33,fresh_produce,refrigerated,1
16.72,8.46,14.51,2.48,1,1.48,1.16,5.86,0.855,0.963,47.8,41460.08,electronics_high_value,standard,1
18.78,5.66,8.99,3.14,2,7.15,2.09,3.53,0.74,1.0,71.0,76597.46,general_merchandise,standard,1
12.03,2.16,8.38,0.76,0,1.8,3.42,1.17,0.741,0.96,90.1,32176.27,fresh_produce,refrigerated,0
16.19,5.85,9.43,1.49,0,1.37,4.31,4.27,0.447,0.997,130.0,44764.03,general_merchandise,palletized,0
22.39,4.13,7.75,1.95,0,0.88,2.87,3.39,0.731,0.976,99.3,71695.67,chemicals,standard,0
18.09,4.69,7.78,3.07,2,5.74,2.96,4.49,0.877,0.98,56.3,58948.42,general_merchandise,refrigerated,0
7.71,3.49,1.94,3.2,0,0.44,0.89,1.13,0.618,0.933,62.1,54501.64,pharma_cold_chain,refrigerated,0
14.91,6.61,0.73,1.19,0,3.76,2.18,0.56,0.693,0.975,55.5,40097.52,electronics_high_value,palletized,0
7.33,2.22,14.03,3.22,1,2.6,2.01,2.83,0.533,0.993,142.5,33183.89,pharma_cold_chain,insulated,0
12.03,6.35,12.58,0.55,1,0.23,4.69,2.55,0.849,0.972,34.3,18828.56,electronics_high_value,standard,1
17.87,4.72,1.33,0.85,1,3.83,1.85,1.46,0.594,0.95,79.1,11548.55,general_merchandise,palletized,0
14.26,3.78,12.62,3.47,1,2.86,1.43,6.34,0.682,1.0,91.4,6860.36,general_merchandise,insulated,0
7.05,0.88,5.81,1.56,1,0.39,1.08,7.58,0.724,0.988,89.9,69213.85,pharma_cold_chain,refrigerated,0
17.26,2.79,2.27,1.72,0,6.06,2.27,4.52,0.983,0.991,62.3,79077.0,general_merchandise,palletized,1
9.45,0.07,19.06,1.42,0,0.9,4.55,4.1,0.737,0.957,79.7,51057.34,pharma_cold_chain,insulated,1
15.97,2.7,4.44,1.87,3,3.81,4.88,7.99,0.822,0.98,88.6,51872.13,fresh_produce,refrigerated,0
13.94,2.77,4.35,2.15,0,0.3,1.2,1.92,0.777,0.959,50.0,144422.1,chemicals,insulated,0
11.78,1.46,11.29,1.61,1,2.87,1.86,6.05,0.97,0.966,45.3,26607.08,pharma_cold_chain,insulated,0
16.22,1.41,12.39,0.95,0,0.16,1.61,1.38,0.815,0.957,62.4,52150.56,pharma_cold_chain,insulated,0
14.4,4.13,1.43,0.05,0,5.58,0.99,1.34,0.765,0.938,70.8,33417.26,electronics_high_value,palletized,0
11.46,2.11,1.78,3.07,0,0.38,1.19,5.41,0.776,0.975,76.7,31810.13,pharma_cold_chain,refrigerated,1
18.87,1.79,6.1,0.9,3,9.27,4.19,2.64,0.815,0.983,69.5,49469.0,fresh_produce,refrigerated,0
14.53,5.29,11.3,0.91,2,0.02,3.68,6.5,0.722,0.917,33.8,14132.92,electronics_high_value,palletized,0
14.16,3.45,9.95,1.43,1,0.73,4.48,4.12,0.552,0.95,124.6,86700.16,general_merchandise,refrigerated,1
15.07,3.39,8.04,1.4,1,1.66,0.47,8.54,0.887,0.968,87.6,51910.09,fresh_produce,refrigerated,1
4.91,0.43,11.97,2.06,1,5.21,3.11,3.56,0.865,0.983,72.7,33089.22,pharma_cold_chain,refrigerated,1
6.32,6.39,3.1,1.38,1,1.12,5.63,3.0,1.0,0.952,89.4,63992.74,pharma_cold_chain,insulated,0
12.35,6.64,9.6,1.29,1,1.12,5.65,0.66,0.885,1.0,54.5,103341.77,electronics_high_value,standard,1
17.58,1.54,7.87,1.5,1,1.12,0.77,6.3,0.77,0.971,70.2,41264.21,general_merchandise,refrigerated,0
5.1,2.87,16.88,0.7,0,2.42,2.92,2.1,0.807,0.973,101.6,31337.63,pharma_cold_chain,insulated,1
12.51,1.09,17.64,1.82,1,3.69,3.89,7.5,0.75,0.952,33.7,34366.68,general_merchandise,refrigerated,0
14.52,8.36,2.91,0.93,0,3.43,1.87,5.43,0.661,1.0,29.0,124609.13,electronics_high_value,palletized,1
17.77,2.95,4.5,2.98,0,2.49,4.2,2.57,0.887,0.994,107.7,31446.13,general_merchandise,insulated,1
12.67,5.61,5.48,1.47,3,4.7,5.08,0.9,0.573,0.926,48.1,140909.65,electronics_high_value,palletized,0
15.56,7.36,12.01,1.78,0,0.86,4.93,2.14,0.657,0.979,60.8,19805.19,electronics_high_value,standard,1
13.91,6.16,7.96,2.36,0,0.76,1.99,1.57,0.664,0.922,122.4,39965.76,electronics_high_value,standard,0
8.8,0.95,2.23,0.26,1,0.75,1.54,6.04,0.839,0.966,77.1,32806.2,pharma_cold_chain,insulated,0
21.46,3.94,15.73,1.79,1,0.71,1.31,1.26,0.49,0.936,64.7,13131.56,general_merchandise,refrigerated,1
11.81,2.61,13.3,4.15,1,1.91,4.6,7.15,0.646,0.96,93.5,28863.07,pharma_cold_chain,insulated,1
14.71,2.77,5.58,2.07,2,3.04,2.11,7.6,0.703,0.944,79.5,60014.36,general_merchandise,refrigerated,1
11.02,5.63,3.88,2.26,0,3.99,4.22,3.96,0.86,0.97,70.6,105423.17,electronics_high_value,palletized,1
20.02,5.88,13.35,1.74,0,0.35,1.94,7.36,0.762,0.951,135.5,34663.07,electronics_high_value,palletized,1
8.7,1.34,6.77,2.74,1,1.08,1.4,2.42,0.551,0.915,68.3,33554.72,pharma_cold_chain,refrigerated,0
19.75,3.11,1.68,0.9,1,1.56,4.53,6.02,0.758,0.992,43.7,70885.03,fresh_produce,refrigerated,0
14.28,3.36,9.26,2.53,1,2.92,1.79,3.38,0.828,0.941,100.5,58420.73,general_merchandise,insulated,0
16.83,1.86,2.68,0.99,0,2.06,1.15,1.02,0.805,0.988,71.5,29826.22,general_merchandise,insulated,1
6.85,1.99,9.62,2.23,0,4.39,5.7,1.7,0.786,1.0,50.2,60799.33,pharma_cold_chain,insulated,1
18.03,5.07,4.94,2.35,0,2.02,2.98,9.03,0.796,0.948,54.9,15859.55,fresh_produce,palletized,0
12.53,2.08,9.61,1.71,1,2.78,4.38,2.02,0.88,0.968,68.0,81235.49,pharma_cold_chain,insulated,0
20.24,4.51,6.96,2.68,1,0.43,0.4,7.55,0.739,0.985,107.5,29218.57,electronics_high_value,standard,1
19.98,6.29,4.25,3.24,1,2.92,0.56,4.01,0.889,0.926,97.1,32874.09,general_merchandise,standard,0
16.33,4.01,0.26,2.73,1,0.62,1.82,4.18,0.8,0.964,74.8,19856.96,electronics_high_value,standard,0
21.26,0.54,9.56,1.31,0,2.47,4.39,3.1,0.71,0.948,42.5,52149.01,general_merchandise,insulated,1
16.8,4.22,5.06,0.53,1,6.0,1.64,3.3,0.554,0.97,100.2,41873.82,electronics_high_value,standard,0
17.52,3.45,10.76,1.9,1,3.32,1.34,5.81,0.653,0.979,93.8,85170.71,electronics_high_value,standard,0
14.82,3.64,10.17,2.25,1,1.93,1.18,2.73,0.524,0.942,75.5,20151.3,general_merchandise,refrigerated,0
3.1,4.22,15.2,0.26,0,3.68,4.19,9.13,0.899,0.999,97.0,13868.3,pharma_cold_chain,insulated,0
15.84,7.92,6.04,2.03,0,4.2,4.68,3.16,0.788,0.951,55.2,23063.43,electronics_high_value,standard,0
10.88,2.37,9.69,0.84,0,2.04,1.34,3.09,0.604,0.988,122.0,111276.93,general_merchandise,refrigerated,1
12.46,3.2,8.51,0.77,0,1.51,3.77,1.02,0.523,0.949,71.2,43014.18,general_merchandise,palletized,0
18.09,5.98,9.36,1.23,1,1.88,0.86,5.22,0.637,0.999,28.9,14640.29,fresh_produce,palletized,1
4.56,0.13,2.72,0.19,2,0.37,0.64,4.53,0.696,0.989,37.8,28362.73,pharma_cold_chain,insulated,0
16.8,3.8,12.51,1.54,1,0.59,1.24,6.04,0.946,0.925,70.3,22303.94,general_merchandise,palletized,1
6.12,3.28,11.79,2.04,0,8.55,1.82,2.07,0.772,0.938,34.3,22915.18,pharma_cold_chain,insulated,1
14.83,2.36,6.99,1.07,1,2.31,2.43,4.98,0.479,0.981,56.7,25715.48,electronics_high_value,standard,1
13.76,3.03,3.42,1.61,0,0.23,3.12,3.39,0.746,0.931,75.7,34789.34,general_merchandise,insulated,0
17.46,4.02,2.33,3.11,0,1.0,5.41,5.05,0.668,0.969,102.5,44938.15,fresh_produce,refrigerated,1
16.43,4.77,3.28,2.5,1,0.39,1.33,3.19,0.764,0.956,52.6,29204.09,electronics_high_value,standard,0
10.71,3.05,8.52,2.94,0,1.66,3.02,5.0,0.729,0.927,82.6,53241.97,electronics_high_value,standard,0
18.84,2.78,5.54,2.51,2,3.01,3.47,4.32,0.698,0.94,105.6,29689.8,fresh_produce,palletized,1
11.18,3.11,7.21,1.24,0,0.75,3.75,6.9,0.819,0.981,55.8,24549.99,pharma_cold_chain,refrigerated,1
16.99,1.7,5.97,3.03,1,1.27,1.7,3.47,0.966,0.954,40.9,83624.98,electronics_high_value,standard,0
16.38,0.79,16.7,2.14,2,1.34,2.54,8.48,0.825,0.979,74.9,48474.45,fresh_produce,refrigerated,1
15.06,5.63,4.1,1.08,0,4.46,3.49,3.68,0.705,0.966,70.1,47744.51,electronics_high_value,standard,0
17.05,7.41,8.06,1.57,0,1.59,3.37,2.94,0.831,0.969,68.2,29531.5,general_merchandise,palletized,0
20.92,2.14,11.52,2.19,0,1.35,3.24,3.53,0.754,0.977,123.9,41899.31,fresh_produce,refrigerated,0
6.88,5.08,7.95,0.96,0,1.08,1.71,8.02,0.522,0.927,80.0,105738.96,pharma_cold_chain,insulated,0
19.97,4.6,1.28,1.55,1,5.72,4.2,5.36,0.82,0.985,95.2,26059.58,electronics_high_value,palletized,1
8.02,1.84,6.05,0.72,0,0.72,0.37,1.81,0.788,0.948,63.6,40730.29,pharma_cold_chain,insulated,0
14.51,5.54,3.88,3.35,2,3.66,1.58,6.2,0.887,0.983,84.3,32475.29,fresh_produce,palletized,1
14.59,7.17,11.77,2.45,0,0.45,4.13,1.8,0.684,0.963,39.8,54809.86,general_merchandise,palletized,0
16.54,6.32,10.49,2.37,0,0.79,1.7,5.73,0.677,0.98,36.9,42798.6,fresh_produce,refrigerated,1
16.17,3.82,8.12,1.32,0,1.45,1.08,4.92,0.963,0.995,103.0,61174.86,electronics_high_value,palletized,0
14.28,3.16,0.09,1.29,2,3.86,1.9,3.87,0.613,1.0,79.4,37740.74,general_merchandise,refrigerated,0
20.26,2.79,9.03,1.93,1,2.29,7.94,6.06,0.736,0.982,77.2,121434.25,general_merchandise,insulated,1
15.8,3.08,10.86,2.67,1,2.88,2.81,4.29,1.0,0.997,70.1,37433.26,fresh_produce,refrigerated,1
19.29,3.74,4.25,1.63,0,0.28,2.3,3.4,0.862,0.974,61.8,74140.86,fresh_produce,refrigerated,1
14.02,3.81,10.86,0.31,0,4.67,2.88,4.64,0.746,0.995,55.9,34715.73,electronics_high_value,palletized,0
20.47,2.08,1.6,2.52,1,3.68,5.61,4.05,0.807,0.946,63.6,88339.78,electronics_high_value,standard,0
17.91,3.88,7.91,2.25,1,7.55,2.53,6.99,0.694,0.976,102.5,47810.06,general_merchandise,insulated,1
13.47,5.08,2.13,3.08,0,1.4,5.84,6.4,0.757,0.907,70.8,29767.36,general_merchandise,palletized,0
13.43,0.6,9.57,2.37,1,2.1,5.8,3.64,0.808,0.948,93.6,36314.52,pharma_cold_chain,refrigerated,0
9.38,4.63,4.3,0.27,0,0.3,1.84,4.97,0.699,1.0,62.9,11593.61,pharma_cold_chain,insulated,0
16.6,3.79,0.75,2.53,0,10.48,3.76,2.94,0.854,0.906,26.1,89434.65,electronics_high_value,standard,0
8.11,1.84,8.09,1.89,0,1.24,6.09,3.68,0.547,0.958,71.7,36674.01,pharma_cold_chain,insulated,1
17.73,3.4,10.01,2.58,1,1.37,1.56,6.56,0.682,0.969,63.5,50758.23,fresh_produce,refrigerated,1
16.84,5.44,3.56,2.67,0,0.87,3.45,2.23,0.52,0.986,102.8,38070.31,fresh_produce,palletized,1
19.25,5.49,9.62,1.22,1,4.62,3.78,6.33,0.975,0.952,72.9,61732.37,electronics_high_value,standard,0
8.94,1.1,11.08,1.87,0,0.4,0.53,2.17,0.782,0.992,56.4,62875.37,pharma_cold_chain,refrigerated,1
14.31,7.01,11.63,1.35,1,2.74,2.39,0.53,0.726,0.961,76.9,84227.47,general_merchandise,palletized,0
9.82,2.46,16.55,2.2,1,1.19,2.69,5.39,0.827,0.965,15.2,93283.43,pharma_cold_chain,insulated,0
3.88,0.66,16.48,1.54,0,4.18,5.13,1.97,0.837,1.0,35.4,23159.06,pharma_cold_chain,refrigerated,0
16.67,4.4,7.84,1.45,0,7.33,2.16,3.59,0.841,0.932,68.6,31347.0,electronics_high_value,standard,1
13.52,5.98,1.22,1.56,0,1.58,4.7,4.99,0.803,0.961,102.6,117336.85,general_merchandise,palletized,0
15.17,5.01,19.63,0.89,0,2.2,5.73,6.84,0.708,0.929,70.7,35181.26,electronics_high_value,standard,1
17.61,2.31,7.42,0.22,3,4.55,0.61,6.47,0.643,0.972,42.0,184827.61,electronics_high_value,palletized,0
2.93,1.47,13.84,0.43,0,0.62,1.42,5.37,0.771,1.0,101.4,79976.45,pharma_cold_chain,refrigerated,0
16.62,6.41,1.52,1.84,1,1.05,1.29,2.24,0.645,1.0,68.7,17405.23,general_merchandise,palletized,0
13.36,4.8,8.52,2.78,1,2.57,2.17,5.03,0.97,0.963,41.9,20431.71,electronics_high_value,standard,1
18.31,2.93,11.08,0.67,1,3.88,3.01,0.91,0.578,0.98,80.1,73284.11,general_merchandise,refrigerated,1
14.44,6.46,3.81,1.79,0,3.57,3.1,4.69,0.903,0.947,109.3,15974.85,electronics_high_value,palletized,1
16.23,4.16,10.95,0.62,1,0.13,0.88,1.34,0.716,0.941,80.5,89050.9,electronics_high_value,palletized,0
16.98,3.28,18.49,2.85,1,5.64,2.84,3.66,0.636,0.929,107.8,85670.13,electronics_high_value,palletized,0
13.01,3.52,3.12,1.15,0,6.28,1.92,5.14,0.686,0.965,38.7,13413.5,electronics_high_value,standard,1
9.2,3.2,10.3,3.11,0,3.8,0.97,1.53,0.637,0.95,112.9,11961.61,pharma_cold_chain,refrigerated,1
21.99,8.91,14.08,1.86,1,3.07,6.51,0.11,0.694,0.965,112.4,16699.89,electronics_high_value,standard,1
15.63,0.93,2.22,2.79,0,3.56,3.01,1.17,0.701,0.971,96.0,33579.8,general_merchandise,refrigerated,0
17.48,4.23,6.21,2.83,1,3.12,6.9,1.73,0.861,1.0,93.5,35834.16,general_merchandise,palletized,0
17.09,4.91,11.26,2.44,0,0.34,2.38,3.39,0.796,0.953,64.7,281758.28,general_merchandise,standard,1
6.86,2.73,7.71,0.48,0,2.99,1.43,2.94,0.709,0.958,116.3,16919.09,pharma_cold_chain,insulated,0
19.98,5.41,16.96,0.99,0,1.05,6.2,7.17,0.47,0.972,19.4,42187.75,electronics_high_value,palletized,1
18.88,2.62,1.67,1.33,0,0.46,3.82,4.07,0.727,0.956,89.1,26852.88,general_merchandise,refrigerated,0
11.28,2.74,13.5,1.73,1,0.34,3.33,4.12,0.754,0.986,110.9,23298.17,general_merchandise,refrigerated,0
18.27,5.43,2.52,0.97,1,2.25,2.77,3.18,0.793,1.0,74.0,35882.83,electronics_high_value,standard,0
2.47,0.13,10.75,2.22,0,5.93,1.35,0.36,0.621,1.0,32.5,29846.1,pharma_cold_chain,insulated,0
10.24,1.88,7.99,1.08,0,4.05,6.16,3.52,0.479,0.981,96.2,83060.65,fresh_produce,refrigerated,0
21.59,3.3,3.17,2.13,0,7.21,2.34,3.51,0.832,0.979,36.4,67968.08,fresh_produce,palletized,1
14.95,2.27,10.42,0.84,0,1.11,2.02,5.54,0.606,0.994,45.2,22415.9,fresh_produce,refrigerated,0
7.58,4.45,9.68,0.6,0,1.58,0.45,2.3,0.866,0.989,41.3,20382.69,electronics_high_value,palletized,0
14.97,0.52,8.04,2.79,1,1.18,3.61,2.28,0.739,0.953,74.2,59950.78,fresh_produce,refrigerated,0
12.22,2.17,8.74,1.46,1,3.23,3.47,2.37,0.973,0.909,42.3,36373.16,fresh_produce,refrigerated,0
17.32,2.39,8.02,1.57,0,2.74,5.56,5.3,0.783,0.947,105.3,19834.83,general_merchandise,insulated,1
6.28,0.85,6.4,1.75,2,1.45,4.55,1.59,0.76,0.978,70.9,16745.06,pharma_cold_chain,refrigerated,0
14.93,3.66,6.1,2.06,0,0.76,4.8,5.8,0.796,0.978,58.8,34431.09,electronics_high_value,palletized,0
17.87,4.73,11.87,1.25,0,2.37,3.46,6.26,1.0,0.951,70.1,13693.9,electronics_high_value,standard,1
6.92,0.27,8.55,0.51,0,2.84,5.91,0.87,0.868,0.955,66.6,27312.49,pharma_cold_chain,insulated,1
5.49,1.14,4.4,2.88,0,0.35,2.18,2.24,0.895,0.924,15.3,30802.86,pharma_cold_chain,insulated,0
18.03,4.97,7.83,1.92,1,0.64,4.65,6.24,0.882,0.987,98.0,17611.13,electronics_high_value,palletized,1
14.15,5.22,4.43,2.76,1,2.95,3.61,7.35,0.704,0.996,67.8,63651.0,general_merchandise,standard,0
16.49,2.3,3.2,3.02,1,0.58,3.09,4.26,0.735,0.998,90.7,25223.26,general_merchandise,refrigerated,0
17.29,3.87,9.67,2.21,0,2.02,4.77,1.1,0.597,0.927,91.0,86761.44,general_merchandise,insulated,1
19.35,2.47,0.35,0.49,0,3.62,2.3,9.5,0.775,0.984,55.4,90290.34,electronics_high_value,standard,0
16.64,2.39,1.32,0.49,1,2.24,2.28,5.02,0.708,0.983,106.2,53843.08,fresh_produce,refrigerated,0
7.58,2.85,13.42,0.76,0,6.04,1.07,4.61,0.521,1.0,61.9,34837.33,pharma_cold_chain,refrigerated,1
16.06,5.32,5.59,0.59,0,4.65,2.5,3.52,0.774,0.968,71.1,11142.18,fresh_produce,palletized,0
14.82,4.22,3.05,1.05,0,4.01,7.13,8.61,0.78,0.95,116.3,60670.18,electronics_high_value,palletized,0
14.38,2.18,13.3,1.44,0,8.07,4.44,6.97,0.721,0.967,87.5,29282.86,fresh_produce,refrigerated,1
6.98,3.93,0.73,1.76,0,3.75,2.12,1.75,0.745,0.99,55.8,55360.41,pharma_cold_chain,insulated,0
11.5,1.32,2.78,2.54,0,2.73,2.48,4.02,0.646,0.952,42.9,36220.19,fresh_produce,palletized,1
6.82,0.96,6.16,1.69,2,1.16,6.61,1.47,0.846,0.988,91.4,27957.58,pharma_cold_chain,refrigerated,1
16.93,2.04,14.59,1.33,0,0.99,1.16,3.0,0.814,0.96,42.1,60476.53,general_merchandise,refrigerated,0
16.8,1.58,15.32,1.96,1,1.32,1.04,4.2,0.774,0.986,73.5,81912.61,chemicals,insulated,0
19.27,1.38,5.64,1.24,1,3.48,2.02,1.26,0.89,0.93,36.9,31330.64,general_merchandise,refrigerated,0
3.17,2.59,4.25,2.45,1,4.13,0.94,4.08,0.823,0.998,39.5,81512.75,pharma_cold_chain,insulated,1
15.03,5.33,9.01,0.72,0,6.95,2.24,1.69,0.798,1.0,72.0,46661.24,general_merchandise,standard,0
15.3,5.25,1.98,2.94,1,2.96,6.3,6.09,0.608,0.961,8.0,28862.33,general_merchandise,palletized,0
11.75,1.98,8.65,0.33,1,3.12,1.16,2.35,0.723,0.976,56.3,44017.68,fresh_produce,refrigerated,0
15.14,1.07,1.71,3.21,0,3.45,3.76,5.18,0.721,0.951,112.7,41892.22,general_merchandise,insulated,1
15.56,7.5,2.54,2.04,2,0.92,2.45,0.99,0.872,0.985,73.5,145474.17,chemicals,standard,0
13.91,8.19,6.29,0.19,1,3.99,1.36,2.88,0.971,1.0,61.8,76430.82,electronics_high_value,standard,1
18.87,7.52,7.14,1.4,1,6.85,7.69,6.4,0.709,1.0,60.6,62110.3,general_merchandise,palletized,0
7.22,5.38,15.59,0.76,2,2.9,2.72,2.84,0.708,0.96,53.2,55663.46,pharma_cold_chain,refrigerated,0
13.82,6.26,3.73,0.82,0,2.64,2.04,5.19,0.834,0.941,27.1,48201.61,electronics_high_value,palletized,0
16.29,7.47,7.65,1.11,0,2.66,1.55,4.45,0.519,0.979,83.7,72791.4,electronics_high_value,standard,0
11.14,2.18,11.03,1.52,0,4.28,1.06,4.64,0.821,0.945,40.5,98818.83,fresh_produce,refrigerated,0
14.81,0.71,6.37,1.16,1,1.5,2.87,3.27,0.884,0.953,54.1,55745.27,pharma_cold_chain,refrigerated,0
